PROJECT,Discipline,Group Type,Hours,Employee GEN,End of Week
79241306,Building Mechanical,Engineering,31.0,000244960,2024-11-08
79241306,Building Mechanical,Engineering,29.0,000244960,2024-11-15
79241306,Building Mechanical,Engineering,25.0,000244960,2024-11-22
79241306,Building Mechanical,Engineering,38.0,000244960,2024-11-29
79241306,Building Mechanical,Engineering,40.0,000244960,2024-12-06
79241306,Building Mechanical,Engineering,39.5,000244960,2024-12-13
79241306,Building Mechanical,Engineering,37.0,000244960,2024-12-20
79241306,Building Mechanical,Engineering,31.5,000244960,2025-01-10
79241306,Building Mechanical,Engineering,38.0,000244960,2025-01-17
79241306,Building Mechanical,Engineering,39.5,000244960,2025-01-24
79241306,Building Mechanical,Engineering,36.5,000244960,2025-01-31
79241306,Building Mechanical,Engineering,40.0,000244960,2025-02-07
79241307,Structural AF,Engineering,14.5,000161336,2025-01-10
79241307,Structural AF,Engineering,40.0,000161336,2025-01-17
79241307,Structural AF,Engineering,40.0,000161336,2025-01-24
79241307,Structural AF,Engineering,39.0,000161336,2025-01-31
79241307,Structural AF,Engineering,6.0,000161336,2025-02-07
79241307,Environmental - C&ES,Engineering,5.5,000200569,2024-11-15
79241307,Environmental - C&ES,Engineering,25.75,000200569,2024-11-22
79241307,Environmental - C&ES,Engineering,18.5,000200569,2024-11-29
79241307,Environmental - C&ES,Engineering,3.0,000200569,2025-01-17
79241307,Environmental - C&ES,Engineering,0.5,000200569,2025-01-24
79241307,Project Services,Non Engineering,21.0,000214062,2025-01-17
79241307,Project Services,Non Engineering,10.0,000214062,2025-01-24
79241307,Project Services,Non Engineering,11.0,000214062,2025-01-31
79241307,Project Services,Non Engineering,11.0,000214062,2025-02-07
79241307,Environmental - C&ES,Engineering,27.5,000216805,2024-11-15
79241307,Environmental - C&ES,Engineering,15.5,000216805,2024-11-22
79241307,Environmental - C&ES,Engineering,28.5,000216805,2024-11-29
79241307,Environmental - C&ES,Engineering,1.0,000216805,2025-01-17
79241307,Architectural,Engineering,34.0,000220361,2024-12-06
79241307,Digital Delivery,Engineering,14.5,000221038,2024-10-25
79241307,Building Mechanical,Engineering,17.0,000244928,2025-01-24
79241307,Building Mechanical,Engineering,40.0,000244928,2025-01-31
79241307,Building Mechanical,Engineering,30.0,000244928,2025-02-07
79241307,Instrumentation & Controls,Engineering,14.5,000255694,2024-10-18
79241307,Instrumentation & Controls,Engineering,40.0,000255694,2024-10-25
79241307,Instrumentation & Controls,Engineering,34.0,000255694,2024-11-01
79241307,Instrumentation & Controls,Engineering,25.5,000255694,2024-11-08
79241307,Instrumentation & Controls,Engineering,40.0,000255694,2024-11-29
79241307,Instrumentation & Controls,Engineering,40.0,000255694,2024-12-06
79241307,Instrumentation & Controls,Engineering,40.0,000255694,2024-12-13
79241307,Instrumentation & Controls,Engineering,6.0,000255694,2024-12-27
79241307,Instrumentation & Controls,Engineering,31.5,000255694,2025-01-03
79241307,Instrumentation & Controls,Engineering,31.5,000255694,2025-01-10
79241307,Instrumentation & Controls,Engineering,36.0,000255694,2025-01-17
79241307,Instrumentation & Controls,Engineering,40.0,000255694,2025-01-24
79241307,Instrumentation & Controls,Engineering,31.5,000255694,2025-01-31
79241307,Instrumentation & Controls,Engineering,40.0,000255694,2025-02-07
79241307,Environmental - C&ES,Engineering,1.0,000261316,2024-10-04
79241307,Environmental - C&ES,Engineering,11.0,000261316,2024-11-01
79241307,Environmental - C&ES,Engineering,3.0,000261316,2024-11-08
79241307,Environmental - C&ES,Engineering,1.0,000261316,2024-11-15
79241307,Building Mechanical,Engineering,15.0,000263507,2025-01-24
79241307,Building Mechanical,Engineering,38.5,000263507,2025-01-31
79243901,Structural AF,Engineering,32.5,000161405,2024-10-11
79243901,Structural AF,Engineering,40.0,000161405,2024-10-18
79243901,Structural AF,Engineering,40.0,000161405,2024-10-25
79243901,Structural AF,Engineering,34.0,000161405,2024-11-01
79243901,Structural AF,Engineering,40.0,000161405,2024-11-08
79243901,Structural AF,Engineering,31.5,000161405,2024-11-15
79243901,Structural AF,Engineering,40.0,000161405,2024-11-22
79243901,Structural AF,Engineering,40.0,000161405,2024-11-29
79243901,Structural AF,Engineering,40.0,000161405,2024-12-06
79243901,Structural AF,Engineering,40.0,000161405,2024-12-13
79243901,Structural AF,Engineering,25.5,000161405,2024-12-20
79243901,Structural AF,Engineering,19.5,000216537,2024-10-18
79243901,Structural AF,Engineering,40.0,000216537,2024-10-25
79243901,Structural AF,Engineering,34.0,000216537,2024-11-01
79243901,Structural AF,Engineering,40.0,000216537,2024-11-08
79243901,Structural AF,Engineering,31.5,000216537,2024-11-15
79243901,Structural AF,Engineering,40.0,000216537,2024-11-22
79243901,Structural AF,Engineering,40.0,000216537,2024-11-29
79243901,Structural AF,Engineering,40.0,000216537,2024-12-06
79243901,Structural AF,Engineering,40.0,000216537,2024-12-13
79243901,Structural AF,Engineering,25.5,000216537,2024-12-20
79243901,Architectural,Engineering,14.5,000223356,2024-10-18
79243901,Architectural,Engineering,25.5,000223356,2024-10-25
79243901,Architectural,Engineering,34.0,000223356,2024-11-01
79243901,Architectural,Engineering,40.0,000223356,2024-11-08
79243901,Architectural,Engineering,31.5,000223356,2024-11-15
79243901,Architectural,Engineering,40.0,000223356,2024-11-22
79243901,Architectural,Engineering,40.0,000223356,2024-11-29
79246210,Building Mechanical,Engineering,20.0,000161566,2025-02-07
79246210,Architectural,Engineering,40.0,000205971,2025-02-07
79246210,Building Mechanical,Engineering,7.25,000210638,2025-02-07
79246210,Building Mechanical,Engineering,23.0,000211190,2025-02-07
79246210,Piping,Engineering,40.0,000211580,2025-02-07
79246210,Building Mechanical,Engineering,34.0,000213378,2025-02-07
79246210,Structural AF,Engineering,40.0,000216537,2025-02-07
79246210,Instrumentation & Controls,Engineering,41.0,000219818,2025-02-07
79246210,Instrumentation & Controls,Engineering,40.0,000221118,2025-02-07
79246210,Building Mechanical,Engineering,40.0,000224543,2025-02-07
79246210,Instrumentation & Controls,Engineering,41.0,000226833,2025-02-07
79246210,Project Services,Non Engineering,13.5,000227421,2025-02-07
79246210,Building Mechanical,Engineering,35.5,000229838,2025-02-07
79246210,Building Mechanical,Engineering,39.0,000242946,2025-02-07
79246210,Structural B&I,Engineering,40.0,000261314,2025-02-07
79246210,Building Mechanical,Engineering,40.0,000264649,2025-02-07
79246220,Building Mechanical,Engineering,38.0,000161490,2025-02-07
79246220,Building Mechanical,Engineering,20.0,000161566,2025-02-07
79246220,Building Mechanical,Engineering,40.0,000162004,2025-02-07
79246220,Civil WCM,Engineering,40.0,000174799,2025-02-07
79246220,Building Mechanical,Engineering,41.0,000203015,2025-02-07
79246220,Building Mechanical,Engineering,7.25,000210638,2025-02-07
79246220,Structural B&I,Engineering,25.0,000210681,2025-02-07
79246220,Building Mechanical,Engineering,39.0,000218249,2025-02-07
79246220,Project Services,Non Engineering,14.0,000227421,2025-02-07
79246220,Building Mechanical,Engineering,18.5,000228083,2025-02-07
79246220,Structural AF,Engineering,40.0,000261226,2025-02-07
792462B2,Piping,Engineering,23.0,000160823,2024-10-18
792462B2,Piping,Engineering,40.0,000160823,2024-10-25
792462B2,Piping,Engineering,34.0,000160823,2024-11-01
792462B2,Piping,Engineering,40.0,000160823,2024-11-08
792462B2,Piping,Engineering,31.5,000160823,2024-11-15
792462B2,Piping,Engineering,40.0,000160823,2024-11-22
792462B2,Piping,Engineering,40.0,000160823,2024-11-29
792462B2,Piping,Engineering,40.0,000160823,2024-12-06
792462B2,Piping,Engineering,40.0,000160823,2024-12-13
792462B2,Piping,Engineering,39.0,000160823,2024-12-20
792462B2,Piping,Engineering,31.5,000160823,2025-01-10
792462B2,Piping,Engineering,40.0,000160823,2025-01-17
792462B2,Piping,Engineering,40.0,000160823,2025-01-31
792462B2,Piping,Engineering,40.0,000160823,2025-02-07
792462B2,Piping,Engineering,38.0,000160973,2024-10-04
792462B2,Piping,Engineering,40.0,000160973,2024-10-11
792462B2,Piping,Engineering,40.0,000160973,2024-10-18
792462B2,Piping,Engineering,40.0,000160973,2024-10-25
792462B2,Piping,Engineering,35.0,000160973,2024-11-01
792462B2,Piping,Engineering,39.0,000160973,2024-11-08
792462B2,Piping,Engineering,31.5,000160973,2024-11-15
792462B2,Piping,Engineering,31.5,000160973,2024-11-22
792462B2,Piping,Engineering,40.0,000160973,2024-11-29
792462B2,Piping,Engineering,40.0,000160973,2024-12-06
792462B2,Piping,Engineering,40.0,000160973,2024-12-13
792462B2,Piping,Engineering,30.5,000160973,2024-12-20
792462B2,Piping,Engineering,32.5,000160973,2025-01-10
792462B2,Piping,Engineering,42.0,000160973,2025-01-17
792462B2,Piping,Engineering,41.0,000160973,2025-01-24
792462B2,Piping,Engineering,42.0,000160973,2025-02-07
792462B2,Building Mechanical,Engineering,34.0,000161367,2024-10-18
792462B2,Building Mechanical,Engineering,40.0,000161367,2024-10-25
792462B2,Building Mechanical,Engineering,34.0,000161367,2024-11-01
792462B2,Building Mechanical,Engineering,40.0,000161367,2024-11-08
792462B2,Building Mechanical,Engineering,31.5,000161367,2024-11-15
792462B2,Building Mechanical,Engineering,40.0,000161367,2024-11-22
792462B2,Building Mechanical,Engineering,23.0,000161367,2024-11-29
792462B2,Building Mechanical,Engineering,40.0,000161367,2024-12-06
792462B2,Building Mechanical,Engineering,40.0,000161367,2024-12-13
792462B2,Building Mechanical,Engineering,39.0,000161367,2024-12-20
792462B2,Building Mechanical,Engineering,14.5,000161367,2025-01-03
792462B2,Building Mechanical,Engineering,31.5,000161367,2025-01-10
792462B2,Building Mechanical,Engineering,40.0,000161367,2025-01-17
792462B2,Building Mechanical,Engineering,40.0,000161367,2025-01-24
792462B2,Building Mechanical,Engineering,25.5,000161367,2025-01-31
792462B2,Piping,Engineering,40.0,000161537,2024-10-04
792462B2,Piping,Engineering,40.0,000161537,2024-10-11
792462B2,Piping,Engineering,40.0,000161537,2024-10-18
792462B2,Piping,Engineering,32.0,000161537,2024-10-25
792462B2,Piping,Engineering,32.0,000161537,2024-11-01
792462B2,Piping,Engineering,40.0,000161537,2024-11-08
792462B2,Piping,Engineering,32.0,000161537,2024-11-15
792462B2,Piping,Engineering,40.0,000161537,2024-11-22
792462B2,Piping,Engineering,40.0,000161537,2024-11-29
792462B2,Piping,Engineering,40.0,000161537,2024-12-06
792462B2,Piping,Engineering,40.0,000161537,2024-12-13
792462B2,Piping,Engineering,40.0,000161537,2024-12-20
792462B2,Piping,Engineering,32.0,000161537,2025-01-10
792462B2,Piping,Engineering,40.0,000161537,2025-01-17
792462B2,Piping,Engineering,24.0,000161537,2025-01-24
792462B2,Piping,Engineering,24.0,000161537,2025-01-31
792462B2,Piping,Engineering,40.0,000161537,2025-02-07
792462B2,Environmental - Modellers,Engineering,7.0,000161643,2024-11-08
792462B2,Environmental - Modellers,Engineering,1.0,000161643,2024-11-15
792462B2,Piping,Engineering,40.0,000185404,2024-10-04
792462B2,Piping,Engineering,40.0,000185404,2024-10-11
792462B2,Piping,Engineering,40.0,000185404,2024-10-18
792462B2,Piping,Engineering,40.0,000185404,2024-10-25
792462B2,Piping,Engineering,34.0,000185404,2024-11-01
792462B2,Piping,Engineering,34.0,000185404,2024-11-08
792462B2,Piping,Engineering,25.5,000185404,2024-11-15
792462B2,Piping,Engineering,40.0,000185404,2024-11-22
792462B2,Piping,Engineering,40.0,000185404,2024-11-29
792462B2,Piping,Engineering,40.0,000185404,2024-12-06
792462B2,Piping,Engineering,40.0,000185404,2024-12-13
792462B2,Piping,Engineering,39.0,000185404,2024-12-20
792462B2,Piping,Engineering,31.5,000185404,2025-01-10
792462B2,Piping,Engineering,40.0,000185404,2025-01-17
792462B2,Piping,Engineering,40.0,000185404,2025-01-24
792462B2,Piping,Engineering,40.0,000185404,2025-01-31
792462B2,Piping,Engineering,40.0,000185404,2025-02-07
792462B2,Architectural,Engineering,2.0,000205971,2025-01-24
792462B2,Architectural,Engineering,38.0,000205971,2025-01-31
792462B2,Building Mechanical,Engineering,26.5,000211190,2024-11-22
792462B2,Building Mechanical,Engineering,40.0,000211190,2024-11-29
792462B2,Building Mechanical,Engineering,31.5,000211190,2024-12-06
792462B2,Building Mechanical,Engineering,34.0,000211190,2024-12-13
792462B2,Building Mechanical,Engineering,39.0,000211190,2024-12-20
792462B2,Building Mechanical,Engineering,14.5,000211190,2025-01-03
792462B2,Building Mechanical,Engineering,31.5,000211190,2025-01-10
792462B2,Building Mechanical,Engineering,40.0,000211190,2025-01-17
792462B2,Building Mechanical,Engineering,23.0,000211190,2025-01-24
792462B2,Building Mechanical,Engineering,34.0,000211190,2025-01-31
792462B2,Piping,Engineering,7.5,000211580,2024-12-06
792462B2,Piping,Engineering,17.5,000211580,2024-12-13
792462B2,Piping,Engineering,37.0,000211580,2024-12-20
792462B2,Piping,Engineering,32.0,000211580,2025-01-10
792462B2,Piping,Engineering,39.5,000211580,2025-01-17
792462B2,Piping,Engineering,40.5,000211580,2025-01-24
792462B2,Piping,Engineering,39.5,000211580,2025-01-31
792462B2,Building Mechanical,Engineering,28.0,000213378,2024-10-25
792462B2,Building Mechanical,Engineering,34.0,000213378,2024-11-01
792462B2,Building Mechanical,Engineering,40.0,000213378,2024-11-08
792462B2,Building Mechanical,Engineering,31.5,000213378,2024-11-15
792462B2,Building Mechanical,Engineering,40.0,000213378,2024-11-29
792462B2,Building Mechanical,Engineering,31.5,000213378,2024-12-06
792462B2,Building Mechanical,Engineering,40.0,000213378,2024-12-13
792462B2,Building Mechanical,Engineering,39.0,000213378,2024-12-20
792462B2,Building Mechanical,Engineering,8.5,000213378,2024-12-27
792462B2,Building Mechanical,Engineering,14.5,000213378,2025-01-03
792462B2,Building Mechanical,Engineering,8.5,000213378,2025-01-10
792462B2,Building Mechanical,Engineering,21.0,000213378,2025-01-17
792462B2,Building Mechanical,Engineering,14.0,000213378,2025-01-24
792462B2,Building Mechanical,Engineering,40.0,000213378,2025-01-31
792462B2,Structural AF,Engineering,40.0,000216537,2025-01-24
792462B2,Structural AF,Engineering,40.0,000216537,2025-01-31
792462B2,Building Mechanical,Engineering,20.0,000216812,2024-11-29
792462B2,Building Mechanical,Engineering,34.0,000216812,2024-12-06
792462B2,Building Mechanical,Engineering,40.0,000216812,2024-12-13
792462B2,Building Mechanical,Engineering,33.0,000216812,2024-12-20
792462B2,Building Mechanical,Engineering,20.0,000216812,2025-01-17
792462B2,Building Mechanical,Engineering,20.0,000216812,2025-01-24
792462B2,Building Mechanical,Engineering,20.0,000216812,2025-01-31
792462B2,Building Mechanical,Engineering,12.75,000216812,2025-02-07
792462B2,Instrumentation & Controls,Engineering,40.0,000219818,2024-10-18
792462B2,Instrumentation & Controls,Engineering,40.0,000219818,2024-10-25
792462B2,Instrumentation & Controls,Engineering,34.0,000219818,2024-11-01
792462B2,Instrumentation & Controls,Engineering,40.0,000219818,2024-11-08
792462B2,Instrumentation & Controls,Engineering,31.5,000219818,2024-11-15
792462B2,Instrumentation & Controls,Engineering,40.0,000219818,2024-11-22
792462B2,Instrumentation & Controls,Engineering,40.0,000219818,2024-11-29
792462B2,Instrumentation & Controls,Engineering,34.0,000219818,2024-12-06
792462B2,Instrumentation & Controls,Engineering,40.0,000219818,2024-12-13
792462B2,Instrumentation & Controls,Engineering,43.0,000219818,2024-12-20
792462B2,Instrumentation & Controls,Engineering,4.5,000219818,2024-12-27
792462B2,Instrumentation & Controls,Engineering,14.5,000219818,2025-01-03
792462B2,Instrumentation & Controls,Engineering,31.5,000219818,2025-01-10
792462B2,Instrumentation & Controls,Engineering,41.0,000219818,2025-01-17
792462B2,Instrumentation & Controls,Engineering,34.0,000219818,2025-01-24
792462B2,Instrumentation & Controls,Engineering,40.0,000221118,2025-01-31
792462B2,Building Mechanical,Engineering,37.5,000224543,2024-10-18
792462B2,Building Mechanical,Engineering,37.0,000224543,2024-10-25
792462B2,Building Mechanical,Engineering,34.0,000224543,2024-11-01
792462B2,Building Mechanical,Engineering,36.0,000224543,2024-11-08
792462B2,Building Mechanical,Engineering,31.5,000224543,2024-11-15
792462B2,Building Mechanical,Engineering,40.0,000224543,2024-11-22
792462B2,Building Mechanical,Engineering,38.0,000224543,2024-11-29
792462B2,Building Mechanical,Engineering,40.0,000224543,2024-12-06
792462B2,Building Mechanical,Engineering,40.0,000224543,2024-12-13
792462B2,Building Mechanical,Engineering,37.5,000224543,2024-12-20
792462B2,Building Mechanical,Engineering,14.5,000224543,2025-01-03
792462B2,Building Mechanical,Engineering,17.0,000224543,2025-01-10
792462B2,Building Mechanical,Engineering,17.0,000224543,2025-01-17
792462B2,Building Mechanical,Engineering,14.5,000224543,2025-01-24
792462B2,Building Mechanical,Engineering,40.0,000224543,2025-01-31
792462B2,Instrumentation & Controls,Engineering,17.0,000226833,2024-11-01
792462B2,Instrumentation & Controls,Engineering,40.0,000226833,2024-11-08
792462B2,Instrumentation & Controls,Engineering,31.5,000226833,2024-11-15
792462B2,Instrumentation & Controls,Engineering,40.0,000226833,2024-11-22
792462B2,Instrumentation & Controls,Engineering,45.5,000226833,2024-11-29
792462B2,Instrumentation & Controls,Engineering,40.0,000226833,2024-12-06
792462B2,Instrumentation & Controls,Engineering,40.0,000226833,2024-12-13
792462B2,Instrumentation & Controls,Engineering,46.5,000226833,2024-12-20
792462B2,Instrumentation & Controls,Engineering,25.5,000226833,2025-01-10
792462B2,Instrumentation & Controls,Engineering,41.5,000226833,2025-01-17
792462B2,Instrumentation & Controls,Engineering,40.0,000226833,2025-01-24
792462B2,Instrumentation & Controls,Engineering,40.0,000226833,2025-01-31
792462B2,Project Services,Non Engineering,1.0,000227421,2024-11-15
792462B2,Project Services,Non Engineering,6.5,000227421,2024-11-22
792462B2,Project Services,Non Engineering,11.0,000227421,2024-11-29
792462B2,Project Services,Non Engineering,17.5,000227421,2024-12-06
792462B2,Project Services,Non Engineering,15.5,000227421,2024-12-13
792462B2,Project Services,Non Engineering,10.5,000227421,2024-12-20
792462B2,Project Services,Non Engineering,7.0,000227421,2025-01-03
792462B2,Project Services,Non Engineering,13.0,000227421,2025-01-10
792462B2,Project Services,Non Engineering,18.5,000227421,2025-01-17
792462B2,Project Services,Non Engineering,12.0,000227421,2025-01-24
792462B2,Project Services,Non Engineering,8.5,000227421,2025-01-31
792462B2,Building Mechanical,Engineering,38.75,000229838,2024-10-18
792462B2,Building Mechanical,Engineering,37.0,000229838,2024-10-25
792462B2,Building Mechanical,Engineering,24.5,000229838,2024-11-01
792462B2,Building Mechanical,Engineering,38.0,000229838,2024-11-08
792462B2,Building Mechanical,Engineering,29.5,000229838,2024-11-15
792462B2,Building Mechanical,Engineering,26.5,000229838,2024-11-22
792462B2,Building Mechanical,Engineering,40.0,000229838,2024-11-29
792462B2,Building Mechanical,Engineering,40.0,000229838,2024-12-06
792462B2,Building Mechanical,Engineering,34.0,000229838,2024-12-13
792462B2,Building Mechanical,Engineering,37.75,000229838,2024-12-20
792462B2,Building Mechanical,Engineering,14.5,000229838,2025-01-03
792462B2,Building Mechanical,Engineering,23.0,000229838,2025-01-10
792462B2,Building Mechanical,Engineering,37.5,000229838,2025-01-17
792462B2,Building Mechanical,Engineering,38.25,000229838,2025-01-24
792462B2,Building Mechanical,Engineering,38.0,000229838,2025-01-31
792462B2,Building Mechanical,Engineering,38.1,000229853,2024-10-18
792462B2,Building Mechanical,Engineering,37.0,000229853,2024-10-25
792462B2,Building Mechanical,Engineering,25.5,000229853,2024-11-01
792462B2,Building Mechanical,Engineering,35.0,000229853,2024-11-08
792462B2,Building Mechanical,Engineering,29.5,000229853,2024-11-15
792462B2,Building Mechanical,Engineering,39.0,000229853,2024-11-22
792462B2,Building Mechanical,Engineering,38.0,000229853,2024-11-29
792462B2,Building Mechanical,Engineering,40.0,000229853,2024-12-06
792462B2,Building Mechanical,Engineering,39.75,000229853,2024-12-13
792462B2,Building Mechanical,Engineering,37.0,000229853,2024-12-20
792462B2,Building Mechanical,Engineering,14.5,000229853,2024-12-27
792462B2,Building Mechanical,Engineering,8.5,000229853,2025-01-03
792462B2,Building Mechanical,Engineering,31.5,000229853,2025-01-10
792462B2,Building Mechanical,Engineering,40.0,000229853,2025-01-17
792462B2,Building Mechanical,Engineering,38.75,000229853,2025-01-24
792462B2,Building Mechanical,Engineering,39.25,000229853,2025-01-31
792462B2,Piping,Engineering,30.0,000233517,2025-01-17
792462B2,Piping,Engineering,40.0,000233517,2025-01-24
792462B2,Piping,Engineering,23.0,000233517,2025-01-31
792462B2,Piping,Engineering,40.0,000233517,2025-02-07
792462B2,Building Mechanical,Engineering,20.0,000241039,2024-11-22
792462B2,Building Mechanical,Engineering,20.0,000241039,2024-11-29
792462B2,Building Mechanical,Engineering,40.0,000241039,2024-12-06
792462B2,Building Mechanical,Engineering,39.75,000241039,2024-12-13
792462B2,Building Mechanical,Engineering,38.0,000241039,2024-12-20
792462B2,Building Mechanical,Engineering,31.5,000241039,2025-01-10
792462B2,Building Mechanical,Engineering,40.0,000241039,2025-01-17
792462B2,Building Mechanical,Engineering,40.0,000241039,2025-01-24
792462B2,Building Mechanical,Engineering,20.0,000241039,2025-01-31
792462B2,Building Mechanical,Engineering,19.0,000241039,2025-02-07
792462B2,Building Mechanical,Engineering,27.5,000242946,2024-11-22
792462B2,Building Mechanical,Engineering,40.0,000242946,2024-11-29
792462B2,Building Mechanical,Engineering,40.0,000242946,2024-12-06
792462B2,Building Mechanical,Engineering,40.0,000242946,2024-12-13
792462B2,Building Mechanical,Engineering,39.0,000242946,2024-12-20
792462B2,Building Mechanical,Engineering,17.0,000242946,2024-12-27
792462B2,Building Mechanical,Engineering,14.5,000242946,2025-01-03
792462B2,Building Mechanical,Engineering,31.5,000242946,2025-01-10
792462B2,Building Mechanical,Engineering,31.5,000242946,2025-01-17
792462B2,Building Mechanical,Engineering,8.5,000242946,2025-01-24
792462B2,Building Mechanical,Engineering,40.0,000242946,2025-01-31
792462B2,Structural B&I,Engineering,6.0,000261314,2025-01-31
792462B2,Building Mechanical,Engineering,31.5,000264615,2025-01-10
792462B2,Building Mechanical,Engineering,40.0,000264615,2025-01-17
792462B2,Building Mechanical,Engineering,40.0,000264615,2025-01-24
792462B2,Building Mechanical,Engineering,40.0,000264615,2025-01-31
792462B2,Building Mechanical,Engineering,40.0,000264615,2025-02-07
792462B2,Building Mechanical,Engineering,19.5,000264649,2024-11-22
792462B2,Building Mechanical,Engineering,40.0,000264649,2024-11-29
792462B2,Building Mechanical,Engineering,40.0,000264649,2024-12-06
792462B2,Building Mechanical,Engineering,40.0,000264649,2024-12-13
792462B2,Building Mechanical,Engineering,39.0,000264649,2024-12-20
792462B2,Building Mechanical,Engineering,31.5,000264649,2025-01-10
792462B2,Building Mechanical,Engineering,40.0,000264649,2025-01-17
792462B2,Building Mechanical,Engineering,40.0,000264649,2025-01-24
792462B2,Building Mechanical,Engineering,40.0,000264649,2025-01-31
792462G2,Building Mechanical,Engineering,16.0,000161490,2024-10-04
792462G2,Building Mechanical,Engineering,38.5,000161490,2024-10-11
792462G2,Building Mechanical,Engineering,36.5,000161490,2024-10-18
792462G2,Building Mechanical,Engineering,47.5,000161490,2024-10-25
792462G2,Building Mechanical,Engineering,37.0,000161490,2024-11-01
792462G2,Building Mechanical,Engineering,31.0,000161490,2024-11-08
792462G2,Building Mechanical,Engineering,30.0,000161490,2024-11-15
792462G2,Building Mechanical,Engineering,29.0,000161490,2024-11-22
792462G2,Building Mechanical,Engineering,36.0,000161490,2024-11-29
792462G2,Building Mechanical,Engineering,33.0,000161490,2024-12-13
792462G2,Building Mechanical,Engineering,5.0,000161490,2025-01-03
792462G2,Building Mechanical,Engineering,22.5,000161490,2025-01-31
792462G2,Building Mechanical,Engineering,4.75,000161922,2024-11-15
792462G2,Building Mechanical,Engineering,20.0,000161922,2024-11-22
792462G2,Building Mechanical,Engineering,23.75,000161922,2024-11-29
792462G2,Building Mechanical,Engineering,17.0,000162004,2024-10-18
792462G2,Building Mechanical,Engineering,40.0,000162004,2024-10-25
792462G2,Building Mechanical,Engineering,34.0,000162004,2024-11-01
792462G2,Building Mechanical,Engineering,40.0,000162004,2024-11-08
792462G2,Building Mechanical,Engineering,31.5,000162004,2024-11-15
792462G2,Building Mechanical,Engineering,43.5,000162004,2024-11-22
792462G2,Building Mechanical,Engineering,40.0,000162004,2024-11-29
792462G2,Building Mechanical,Engineering,40.0,000162004,2024-12-06
792462G2,Building Mechanical,Engineering,31.5,000162004,2024-12-13
792462G2,Building Mechanical,Engineering,35.5,000162004,2024-12-20
792462G2,Building Mechanical,Engineering,14.5,000162004,2025-01-03
792462G2,Building Mechanical,Engineering,31.5,000162004,2025-01-10
792462G2,Building Mechanical,Engineering,40.0,000162004,2025-01-17
792462G2,Building Mechanical,Engineering,23.0,000162004,2025-01-24
792462G2,Building Mechanical,Engineering,40.0,000162004,2025-01-31
792462G2,Electrical,Engineering,8.5,000162029,2024-11-01
792462G2,Electrical,Engineering,40.0,000162029,2024-11-08
792462G2,Electrical,Engineering,17.0,000162029,2024-11-15
792462G2,Electrical,Engineering,40.0,000162029,2024-11-29
792462G2,Electrical,Engineering,40.0,000162029,2024-12-13
792462G2,Electrical,Engineering,31.5,000162029,2025-01-10
792462G2,Electrical,Engineering,40.0,000162029,2025-01-17
792462G2,Civil WCM,Engineering,40.0,000174799,2024-10-04
792462G2,Civil WCM,Engineering,40.0,000174799,2024-10-11
792462G2,Civil WCM,Engineering,40.0,000174799,2024-10-18
792462G2,Civil WCM,Engineering,40.0,000174799,2024-10-25
792462G2,Civil WCM,Engineering,34.0,000174799,2024-11-01
792462G2,Civil WCM,Engineering,40.0,000174799,2024-11-08
792462G2,Civil WCM,Engineering,31.5,000174799,2024-11-15
792462G2,Civil WCM,Engineering,53.0,000174799,2024-11-22
792462G2,Civil WCM,Engineering,42.0,000174799,2024-11-29
792462G2,Civil WCM,Engineering,40.0,000174799,2024-12-06
792462G2,Civil WCM,Engineering,17.0,000174799,2024-12-13
792462G2,Civil WCM,Engineering,44.0,000174799,2024-12-20
792462G2,Civil WCM,Engineering,8.5,000174799,2024-12-27
792462G2,Civil WCM,Engineering,25.5,000174799,2025-01-10
792462G2,Civil WCM,Engineering,31.5,000174799,2025-01-17
792462G2,Civil WCM,Engineering,40.0,000174799,2025-01-24
792462G2,Civil WCM,Engineering,40.0,000174799,2025-01-31
792462G2,Digital Delivery,Engineering,8.0,000202274,2024-12-13
792462G2,Digital Delivery,Engineering,12.0,000202274,2024-12-20
792462G2,Building Mechanical,Engineering,14.5,000203015,2024-10-18
792462G2,Building Mechanical,Engineering,29.5,000203015,2024-10-25
792462G2,Building Mechanical,Engineering,40.0,000203015,2024-11-08
792462G2,Building Mechanical,Engineering,31.5,000203015,2024-11-15
792462G2,Building Mechanical,Engineering,40.0,000203015,2024-11-22
792462G2,Building Mechanical,Engineering,40.0,000203015,2024-11-29
792462G2,Building Mechanical,Engineering,40.0,000203015,2024-12-06
792462G2,Building Mechanical,Engineering,39.0,000203015,2024-12-13
792462G2,Building Mechanical,Engineering,38.0,000203015,2024-12-20
792462G2,Building Mechanical,Engineering,14.5,000203015,2025-01-03
792462G2,Building Mechanical,Engineering,31.5,000203015,2025-01-10
792462G2,Building Mechanical,Engineering,40.0,000203015,2025-01-17
792462G2,Building Mechanical,Engineering,41.0,000203015,2025-01-24
792462G2,Building Mechanical,Engineering,40.0,000203015,2025-01-31
792462G2,Structural B&I,Engineering,12.0,000210681,2024-11-08
792462G2,Structural B&I,Engineering,28.0,000210681,2024-11-15
792462G2,Structural B&I,Engineering,13.0,000210681,2024-11-22
792462G2,Structural B&I,Engineering,20.5,000210681,2024-11-29
792462G2,Structural B&I,Engineering,5.5,000210681,2024-12-06
792462G2,Structural B&I,Engineering,28.0,000210681,2024-12-13
